x1,x2,x3,x4
71.62209906669139,106.13351137859273,25.013967914506793,49.298642196410235
91.24377345834532,107.3007730094781,25.584435761906207,49.51038161933836
111.7812932387628,108.0614070335353,28.954466828737026,48.51514937744053
88.87889202161182,104.13381001298434,29.37801478327904,49.27016300890435
115.07819952026979,102.06825776908128,25.678512478890497,49.50374157959983
94.78270333502579,108.0769752051342,27.09376351713183,48.68510699455011
115.3854958738598,100.8211606368438,25.604246000759304,48.56209995953994
112.27835287200736,107.4706842251766,25.26340923923999,48.67246979659839
106.86933118364597,106.68185504699996,25.38269897736609,49.3420794482063
91.50064256516876,102.93727531845722,26.468289630403543,48.565802397364116
107.04438746879612,103.87035267869719,26.84582119465709,48.61390875693083
115.2070307505489,102.13241608433539,30.718711380828886,49.59369665908788
116.25918631084889,102.73281613859915,25.118467701599002,48.86940400339326
126.45752749871052,102.27725006003624,27.149591095203604,48.96926257079722
122.34364425321625,102.218374120183,25.193352656344295,49.015515161651315
100.289152818535,100.98983663645205,27.75927312477472,48.57583288983334
119.89252837429693,101.6486596926624,27.529709719150624,48.912500569392655
126.57811516174073,101.5319484859194,28.29633012769704,49.06916267670227
101.04046490558466,103.97932473798168,31.333233102820017,48.6771198119602
76.82592489807799,103.29055290905156,25.978035463951528,50.26637527779996
100.26728308280747,103.54597609416018,27.92220341649084,48.83116340936265
138.35570513300053,100.98867358355336,26.277061813510954,48.492191816841675
92.982048343135,105.25321964846488,26.947717583952905,49.11349424853986
100.44175385260971,102.92309633398632,27.46522059096935,48.653612727631334
96.4740339360892,103.09064104752265,30.802384404341147,49.82122370718253
112.74273431873382,105.202422302933,27.529661126350785,49.0107145872491
105.98612212002793,106.42560190992755,29.736163019023763,48.42144959643345
107.8329512368273,109.42985494208276,29.09735539166217,48.47344242144977
88.39773353710737,105.86895470736752,26.48406975521686,49.22846602921154
91.17903485754262,106.70756534500478,25.526556061290353,48.95090402325584
115.2421664213149,105.89857811319145,26.798735786145354,48.62220143096916
103.95814268851491,104.60431031190848,25.451378947123885,49.09613841856954
132.51612094521738,100.9270613036843,27.379752136682892,49.14249143162472
96.56728756664647,105.11477717504772,26.983825061386252,48.793660361572876
130.91672552952116,103.70750632919702,25.455567049948296,49.415274598861004
83.88175712555588,103.42151530439281,27.838075433849323,48.810684642616174
